carat,cut,color,clarity,depth,table,price
0.52,Ideal,J,SI1,61.4,56.4,896
0.7,Ideal,D,VVS2,60.7,57.0,5539
1.51,Premium,G,SI1,62.2,58.0,10688
1.09,Premium,G,SI2,60.7,57.0,4047
1.0,Very Good,F,VVS2,60.0,62.0,8553
0.32,Premium,D,SI1,62.6,58.0,756
0.81,Ideal,D,SI1,61.9,57.0,3353
0.7,Very Good,G,VS1,61.7,59.0,2676
0.3,Good,F,SI1,63.6,55.0,500
0.4,Ideal,D,VS2,61.6,57.0,1050
0.34,Ideal,E,VVS1,62.2,54.0,973
0.98,Fair,G,I1,58.7,57.0,1932
0.71,Ideal,E,SI1,61.1,57.0,3128
0.32,Premium,D,SI1,62.2,60.0,706
0.71,Ideal,H,SI2,62.2,55.0,2360
0.32,Ideal,E,IF,61.9,56.0,1095
0.55,Very Good,H,VS1,61.0,56.0,1643
1.01,Very Good,J,SI1,62.9,57.0,3499
0.41,Ideal,E,VVS2,62.0,55.0,918
1.07,Premium,G,VS2,59.8,58.0,5177
0.74,Ideal,F,SI2,61.9,56.0,2623
1.01,Good,F,VS2,63.6,59.0,6097
0.57,Very Good,G,I1,59.5,56.9,929
1.51,Good,D,SI1,64.1,62.0,9674
0.38,Ideal,E,VVS1,61.8,56.0,1211
0.7,Ideal,E,VS2,62.1,55.0,2952
2.02,Very Good,J,VS2,61.5,59.0,13564
0.31,Premium,F,VS2,62.4,58.0,625
0.35,Very Good,I,VVS2,61.3,56.0,620
0.91,Very Good,F,SI1,62.2,57.0,4108
1.01,Very Good,I,SI1,63.4,55.0,4185
0.73,Premium,H,SI2,61.2,58.0,2102
0.33,Very Good,F,IF,58.7,55.0,897
1.06,Very Good,H,SI1,62.8,58.0,4785
0.38,Good,F,VS2,60.3,61.0,719
0.33,Good,I,SI1,63.2,58.0,445
1.71,Premium,J,SI1,61.9,58.0,7757
0.4,Ideal,E,VS2,62.3,56.0,975
0.91,Very Good,F,SI1,62.3,58.0,4785
0.7,Very Good,F,VS1,62.4,56.0,2604
0.42,Ideal,D,VS2,62.4,55.0,1031
2.06,Good,H,SI2,63.7,57.0,16512
2.12,Ideal,D,SI2,62.9,55.0,12707
0.34,Premium,I,SI1,59.2,61.0,574
0.7,Very Good,G,VS1,61.4,55.0,2748
0.91,Ideal,G,VS1,62.3,55.0,4860
1.19,Very Good,G,SI1,62.8,57.0,6127
0.38,Ideal,E,VVS1,62.4,56.0,1267
0.51,Very Good,H,VS1,62.3,56.0,1628
0.41,Premium,G,VS2,61.8,59.0,1061
1.2,Premium,I,VS2,62.3,57.0,4844
0.51,Very Good,D,SI2,60.3,57.0,1204
0.33,Ideal,G,VVS1,62.3,55.0,810
0.59,Very Good,H,VVS1,63.7,56.0,1870
1.52,Premium,E,VS1,59.9,60.0,16628
0.71,Ideal,F,SI1,61.5,56.0,2610
0.3,Premium,H,VS2,61.8,60.0,608
0.38,Ideal,F,SI1,62.2,54.0,660
2.0,Fair,H,VS2,65.2,56.0,12765
0.53,Premium,E,VS2,59.8,58.0,1721
0.27,Very Good,F,VS1,62.4,55.0,429
1.03,Premium,H,I1,61.1,60.0,3172
1.06,Premium,E,SI1,63.0,56.0,4689
0.8,Very Good,E,SI2,62.4,55.0,2623
0.33,Ideal,E,VVS2,60.0,56.0,970
0.31,Ideal,G,VVS1,61.2,56.0,1046
1.13,Very Good,G,SI2,60.0,61.0,4437
1.57,Very Good,F,SI1,60.3,57.0,11998
0.41,Premium,E,SI1,61.3,58.0,969
0.94,Ideal,F,I1,61.5,55.0,2594
0.4,Ideal,J,VS2,62.3,55.0,598
2.14,Premium,H,SI1,62.3,58.0,14490
1.2,Premium,E,VVS2,62.3,59.0,12787
1.02,Very Good,J,SI1,62.5,58.0,3857
0.53,Ideal,H,VS1,62.3,54.0,1449
0.52,Ideal,F,VVS2,60.9,56.0,2489
0.5,Good,D,SI2,63.2,56.0,1157
0.32,Very Good,F,VVS1,61.6,56.0,886
1.03,Very Good,G,VS2,62.1,57.0,6036
1.02,Very Good,D,SI1,60.3,56.0,6863
1.06,Ideal,H,SI1,62.7,57.0,4196
0.52,Very Good,E,VS2,62.8,58.0,1571
0.42,Premium,G,VVS1,62.7,58.0,1179
2.12,Premium,H,SI1,61.1,60.0,18656
1.52,Very Good,G,SI1,62.4,60.0,11014
0.83,Ideal,H,SI2,62.3,54.0,2565
0.48,Ideal,H,SI1,61.2,56.0,927
0.4,Very Good,E,VS1,62.9,56.0,959
2.11,Premium,H,SI2,60.9,59.0,12633
0.4,Ideal,F,VS1,62.4,53.0,917
1.0,Good,J,SI1,58.7,62.0,3614
1.51,Premium,F,SI1,62.2,58.0,11374
0.4,Ideal,G,IF,61.1,58.0,1229
0.3,Ideal,I,VVS1,62.1,56.0,709
0.7,Very Good,E,SI2,60.2,64.0,1964
0.9,Good,G,VS1,63.6,58.0,4540
0.44,Very Good,F,SI2,61.9,59.0,711
0.32,Good,D,SI2,64.1,54.0,571
1.31,Ideal,G,VS2,61.9,56.0,9085
0.51,Premium,G,VS1,62.2,58.0,1662
0.25,Very Good,E,VS2,63.3,56.0,436
0.38,Ideal,G,VVS2,61.3,56.4,929
0.3,Premium,D,SI1,62.3,58.0,709
0.75,Ideal,E,SI1,62.0,57.0,2821
0.32,Ideal,J,VVS1,60.8,56.0,494
0.31,Premium,H,VVS2,61.4,58.0,625
0.3,Very Good,J,SI1,62.7,59.0,351
2.01,Ideal,H,SI1,61.5,55.0,14837
0.23,Very Good,E,VVS2,60.8,61.0,505
1.01,Premium,H,VS2,62.3,60.0,4909
1.01,Good,G,VS1,58.7,62.0,6247
0.72,Ideal,H,VVS2,61.7,55.0,3417
0.31,Ideal,E,VS2,61.7,55.0,642
1.18,Very Good,D,I1,61.5,62.0,3816
1.15,Good,H,VS2,63.1,56.0,5646
2.2,Premium,I,VS2,58.9,60.0,17905
0.23,Very Good,E,VVS1,61.0,58.0,485
0.7,Fair,G,VS2,64.4,56.0,2657
0.4,Very Good,D,VS1,62.9,56.0,1123
1.63,Ideal,H,VS2,62.4,55.0,12155
0.9,Premium,I,VS2,62.8,61.0,3246
0.54,Very Good,F,VS2,58.2,60.0,1551
1.29,Premium,I,SI1,62.0,59.0,6140
0.32,Ideal,I,VVS2,62.6,54.0,561
1.25,Ideal,J,VVS2,62.1,56.0,5980
1.12,Good,J,SI1,63.7,61.0,3880
0.3,Ideal,H,SI1,62.1,56.0,465
1.22,Premium,H,VS1,58.9,59.0,7283
0.5,Premium,D,SI1,59.1,61.0,1215
2.02,Ideal,J,SI1,62.2,57.0,13132
0.5,Fair,E,VS1,56.1,64.0,1950
0.33,Very Good,H,VS2,62.0,59.0,521
2.52,Good,G,SI2,63.7,59.0,17608
0.9,Premium,E,SI1,60.7,61.0,3625
1.06,Fair,I,I1,64.5,57.0,2239
1.5,Premium,G,I1,60.4,55.0,4140
1.24,Ideal,F,VS2,61.6,54.0,9569
1.0,Premium,E,SI1,60.5,59.0,5299
2.02,Ideal,I,SI1,61.8,56.0,16560
0.26,Ideal,I,VS2,62.0,56.0,385
1.03,Premium,I,VS1,60.4,59.0,5104
1.5,Premium,I,VVS2,60.2,58.0,10483
1.54,Ideal,G,VVS2,62.5,57.0,15197
0.38,Premium,D,VVS2,60.8,55.0,1009
0.4,Very Good,E,SI1,62.2,56.0,694
0.41,Very Good,H,VVS1,62.0,56.0,1166
0.41,Good,F,VVS1,63.9,56.0,915
0.6,Premium,F,VVS2,62.4,56.0,2316
0.9,Very Good,H,VS1,62.7,56.0,3964
0.31,Ideal,D,VS2,62.1,54.0,626
2.01,Very Good,F,SI2,61.6,56.0,15188
1.52,Good,E,VS1,64.0,55.0,15792
0.5,Premium,G,SI2,62.6,58.0,1121
1.0,Ideal,E,VS2,61.7,54.0,6859
0.59,Very Good,F,SI2,63.7,57.0,1265
0.9,Ideal,F,SI2,62.4,57.0,3881
1.13,Ideal,H,SI2,62.1,55.0,4932
0.42,Ideal,F,VVS2,61.6,55.0,1069
1.09,Premium,H,SI2,62.5,58.0,4639
1.55,Premium,J,VS2,60.7,59.0,8055
0.23,Very Good,F,VVS2,59.3,57.0,530
0.43,Ideal,D,VS1,62.1,55.0,1207
0.31,Ideal,F,IF,62.3,54.0,921
0.93,Premium,F,VS2,61.7,58.0,4961
0.55,Premium,D,SI1,61.9,60.0,1815
1.1,Premium,H,SI1,59.6,58.0,5544
1.01,Good,E,SI1,62.6,61.0,4743
1.51,Very Good,J,VVS2,60.6,58.0,8789
1.24,Premium,G,VS1,62.0,59.0,7800
0.3,Premium,E,VS2,61.7,60.0,731
1.0,Very Good,D,SI2,62.8,58.0,4595
0.5,Premium,F,VS2,60.6,59.0,1433
1.5,Very Good,E,SI1,61.9,59.0,11717
1.2,Premium,H,SI1,62.1,55.0,5746
0.59,Ideal,F,VVS2,61.7,56.0,2551
1.71,Very Good,H,VS1,63.5,59.0,9974
0.41,Ideal,F,VS2,61.8,56.0,1107
0.57,Very Good,F,SI1,62.0,55.0,1346
0.53,Ideal,E,VVS1,61.5,54.0,3352
0.73,Good,E,SI2,63.3,57.0,2388
0.56,Ideal,G,VS2,59.6,57.0,1662
1.63,Very Good,G,SI1,62.5,58.0,11990
1.0,Good,E,SI1,63.7,60.0,5174
1.22,Very Good,I,SI2,62.9,56.0,5072
0.73,Ideal,E,VVS1,62.0,56.0,4830
1.02,Very Good,G,SI1,62.9,56.0,4704
0.42,Ideal,E,SI2,62.4,55.0,898
0.24,Ideal,G,IF,60.8,58.0,559
0.48,Very Good,E,VS2,59.9,58.9,1320
1.54,Very Good,G,VVS2,61.1,55.0,15225
0.41,Very Good,F,VS1,61.2,57.0,1007
1.25,Good,I,SI2,63.3,55.8,5197
0.32,Ideal,F,VS2,62.4,54.0,828
1.5,Premium,E,SI1,60.0,58.0,11795
0.4,Ideal,D,VVS1,61.5,55.0,1354
0.54,Very Good,I,IF,58.8,61.0,1708
0.53,Premium,F,VS1,59.4,58.0,1766
0.28,Very Good,E,VS1,58.9,58.0,487
0.9,Premium,D,SI1,59.5,57.0,3689
1.55,Ideal,G,VS1,62.0,57.0,14174
0.59,Ideal,H,VVS1,62.1,55.0,2193
0.54,Very Good,E,SI2,60.7,56.5,1415
0.9,Very Good,F,SI1,62.3,55.0,3950
0.3,Ideal,F,VS2,61.6,57.0,776
0.55,Good,E,VS2,59.8,61.0,1695
1.12,Premium,G,SI2,61.0,60.0,3838
0.43,Premium,E,VVS2,60.8,57.0,1304
1.07,Very Good,G,VS2,60.0,56.0,7611
0.9,Good,F,SI1,61.8,63.0,4241
1.27,Premium,F,VS1,60.3,58.0,10028
0.34,Very Good,G,VS2,62.9,55.0,596
1.31,Premium,J,SI1,60.3,62.0,4490
0.3,Ideal,H,VVS1,62.4,53.0,684
1.2,Ideal,E,SI2,62.0,57.0,7018
0.71,Very Good,E,VS2,63.4,60.0,2450
0.31,Premium,F,IF,61.6,58.0,1122
0.82,Premium,F,SI2,59.7,57.0,2867
0.56,Ideal,F,VVS2,61.3,57.0,2554
0.7,Ideal,D,SI2,60.6,57.0,2828
1.02,Fair,H,SI1,64.6,55.0,3972
0.54,Ideal,H,VS1,62.4,56.0,1637
0.31,Ideal,I,VS2,62.3,53.8,447
0.37,Premium,H,VVS2,62.2,59.0,957
1.16,Ideal,G,VVS2,62.0,56.0,8803
0.27,Very Good,E,VS2,59.5,56.0,470
1.01,Very Good,E,SI1,63.6,56.0,6132
0.91,Very Good,G,VVS2,62.1,60.0,4913
0.43,Premium,D,VS2,60.2,59.0,1056
0.39,Very Good,F,VS1,63.7,57.0,895
0.71,Good,I,SI1,60.0,64.0,1651
1.26,Ideal,G,SI2,60.9,55.0,5937
1.11,Ideal,G,VS1,62.6,57.0,7758
0.35,Premium,H,VVS1,60.6,60.0,1024
0.39,Very Good,G,VS1,62.4,57.0,855
1.02,Good,G,I1,57.4,59.0,2344
0.33,Ideal,G,VVS1,61.7,54.0,1114
2.0,Very Good,H,SI2,61.0,57.0,14340
1.06,Premium,G,VS2,60.4,58.0,6296
1.16,Very Good,F,VS2,60.2,63.0,7803
1.31,Very Good,E,VS2,63.1,56.0,10094
1.54,Ideal,H,SI1,61.1,56.0,9391
1.23,Ideal,I,VS1,61.6,54.0,7181
0.44,Ideal,E,SI2,62.0,54.0,691
0.81,Very Good,G,SI2,63.4,58.0,2545
0.33,Very Good,G,VVS2,60.0,63.0,752
0.38,Ideal,E,VS1,61.7,53.0,905
1.15,Very Good,H,VS2,60.3,59.0,5831
1.02,Ideal,G,SI2,61.0,57.0,4890
1.01,Very Good,E,SI1,62.9,59.0,4766
1.36,Premium,E,VVS2,59.8,59.0,13598
0.37,Premium,E,VS2,59.1,60.0,811
0.4,Premium,D,SI1,60.9,60.0,884
1.53,Ideal,I,VS1,61.5,55.0,10560
0.32,Ideal,H,VVS1,62.1,54.0,936
0.92,Premium,F,SI1,58.5,57.0,3400
0.36,Ideal,F,SI1,61.5,56.0,770
0.72,Fair,H,VVS2,56.5,68.0,2608
0.4,Very Good,D,SI1,63.0,59.0,690
1.2,Very Good,F,VS2,63.5,57.0,8870
1.19,Ideal,H,VS2,62.1,59.0,6662
0.91,Good,G,SI2,63.3,57.0,3340
0.61,Ideal,D,VVS2,60.1,57.0,3336
0.3,Ideal,G,VVS2,62.7,57.0,684
0.64,Ideal,F,VS2,62.3,56.0,2419
1.2,Premium,I,VS2,61.3,60.0,4131
0.32,Very Good,G,VS1,61.7,55.0,645
0.3,Very Good,H,SI1,62.9,57.0,421
1.07,Ideal,G,SI1,61.9,55.0,5347
1.0,Good,H,VS1,61.8,61.0,5219
1.24,Ideal,G,VS1,61.9,54.0,8584
0.42,Very Good,H,VS2,62.1,57.0,773
1.02,Very Good,H,SI1,62.6,59.0,4604
0.3,Very Good,H,VVS1,62.6,60.0,684
1.78,Very Good,D,SI2,62.5,57.0,12981
0.31,Ideal,D,VVS2,61.2,56.0,804
1.14,Ideal,G,VVS2,61.0,56.0,9013
0.42,Very Good,H,VVS2,62.4,57.0,921
0.7,Very Good,G,VS2,63.2,57.0,2353
0.3,Very Good,G,VVS1,61.1,57.0,680
0.38,Premium,I,SI1,60.2,60.0,746
0.42,Premium,D,SI1,59.8,59.0,1040
1.5,Ideal,I,I1,61.8,57.0,5412
1.7,Premium,E,VS2,58.6,62.0,18342
0.9,Good,H,VS2,64.0,57.0,3538
1.05,Very Good,F,SI2,62.1,58.0,4436
0.32,Very Good,H,VS1,62.8,55.0,561
1.5,Good,E,VVS2,64.3,58.0,17449
2.01,Premium,I,SI2,62.5,60.0,9658
0.3,Ideal,H,IF,62.1,57.0,764
1.07,Very Good,I,SI1,61.8,60.0,4307
1.0,Very Good,E,SI2,62.6,58.0,4426
0.3,Very Good,G,VS1,63.3,56.0,725
0.8,Ideal,F,SI2,61.4,57.0,2761
1.0,Very Good,F,VS2,61.9,58.0,6927
0.8,Very Good,E,VVS2,62.8,57.0,4893
0.33,Ideal,E,VVS1,61.7,56.0,984
0.35,Very Good,E,VS1,62.3,60.0,829
0.42,Ideal,E,VS2,61.7,56.0,1024
0.76,Ideal,G,SI1,61.2,57.0,3212
0.41,Ideal,H,SI1,61.7,56.0,1056
1.21,Very Good,H,VS1,62.3,58.0,7246
1.21,Good,G,VS2,63.7,59.0,6906
0.74,Ideal,F,VS1,62.3,57.0,3170
0.31,Ideal,E,VS2,61.6,57.0,680
0.32,Very Good,F,VS2,62.8,53.0,645
0.38,Ideal,E,VS2,61.7,55.0,866
0.4,Very Good,H,IF,64.0,56.0,1044
0.5,Ideal,E,SI2,62.4,57.0,1240
0.58,Ideal,F,VS1,61.9,54.0,1772
0.7,Good,F,VS1,59.4,62.0,2759
0.52,Premium,I,SI1,62.5,59.0,1073
0.3,Ideal,E,VS1,61.9,56.0,670
0.72,Ideal,I,VVS2,61.3,56.0,2591
0.4,Ideal,G,IF,61.5,57.0,1257
1.01,Ideal,E,SI1,62.2,56.0,5068
0.74,Premium,D,VS1,62.7,56.0,3365
1.13,Premium,H,SI1,62.3,58.0,5101
1.08,Ideal,E,VVS1,61.0,56.0,12098
0.55,Good,J,VS1,63.8,61.0,969
1.09,Ideal,G,I1,61.0,56.0,3549
2.01,Ideal,F,SI2,60.0,56.0,17220
0.54,Ideal,E,VS2,61.8,55.0,1567
0.38,Premium,D,VS2,61.6,59.0,998
2.32,Premium,J,SI2,59.0,59.0,14666
0.3,Premium,I,VS1,61.7,58.0,473
1.33,Ideal,D,VS2,62.8,56.0,11409
0.36,Premium,G,SI2,60.8,58.0,608
1.12,Very Good,G,SI1,59.5,62.0,5088
0.37,Ideal,F,VS2,61.1,57.0,746
0.53,Good,E,SI1,63.6,56.0,1224
0.3,Premium,G,VS1,61.3,58.0,605
0.54,Ideal,I,VS2,61.1,55.0,1259
0.3,Premium,G,SI1,61.4,57.0,574
2.03,Ideal,H,SI1,60.8,57.0,17864
1.12,Ideal,G,SI2,62.4,56.0,4712
2.09,Very Good,I,SI2,63.1,60.0,13500
1.51,Ideal,G,VS1,62.8,56.0,13811
0.57,Ideal,G,VS1,61.1,57.0,2060
1.07,Ideal,H,VS2,62.1,57.0,4458
0.7,Premium,E,SI1,61.1,60.0,1971
0.33,Premium,G,SI1,59.8,58.0,631
0.56,Ideal,G,IF,62.2,54.0,2321
0.29,Very Good,F,VVS1,62.3,58.0,664
1.57,Ideal,H,VS2,61.8,55.0,12004
0.94,Premium,F,SI2,62.3,59.0,3095
0.9,Very Good,H,VS2,60.0,56.0,4255
0.76,Ideal,F,SI1,62.6,56.0,2719
0.44,Ideal,D,VVS2,61.8,54.8,1408
1.0,Fair,G,SI1,65.8,55.0,3304
1.7,Premium,H,VS2,62.4,59.0,14058
0.37,Ideal,E,VVS2,62.2,56.0,1082
0.27,Ideal,E,VVS2,62.0,55.0,799
0.9,Very Good,F,SI1,62.0,59.0,3950
1.0,Good,I,SI1,63.2,56.0,4015
0.31,Premium,H,VVS1,62.6,58.0,707
1.5,Premium,E,SI2,60.1,60.0,9450
0.53,Ideal,E,VS2,61.4,56.0,1721
0.5,Very Good,G,VVS2,61.4,57.0,1813
0.36,Very Good,I,VS1,63.3,56.0,729
0.59,Very Good,E,VS2,60.6,60.0,2094
0.74,Ideal,H,VS1,62.1,55.0,3254
1.54,Premium,E,VS2,62.7,58.0,15178
0.31,Very Good,F,VS2,61.1,58.1,605
0.42,Very Good,G,SI2,59.5,61.0,573
1.53,Premium,D,SI2,60.7,60.0,11078
0.31,Ideal,G,VS2,62.2,56.0,544
0.32,Ideal,H,VVS2,61.2,56.0,828
0.73,Premium,E,VS2,62.0,60.0,2902
0.32,Ideal,D,SI2,61.1,56.0,612
1.1,Ideal,H,VS1,62.3,55.0,6586
1.01,Ideal,H,VS2,62.1,54.0,4909
2.18,Very Good,G,SI2,63.3,59.0,12377
1.01,Premium,G,SI2,60.6,59.0,3981
0.31,Ideal,G,VVS1,61.9,54.0,789
0.34,Ideal,G,VS2,62.2,57.0,765
0.7,Premium,F,VVS1,61.9,59.0,3109
0.61,Ideal,H,IF,59.4,59.0,2461
1.22,Premium,G,SI2,58.3,61.0,5436
1.32,Premium,I,SI1,62.2,58.0,6171
0.4,Ideal,H,VS2,61.6,57.0,800
1.0,Premium,F,SI1,61.9,60.0,5544
3.0,Fair,I,SI2,64.8,59.0,16970
1.52,Very Good,I,SI1,62.0,58.0,9664
1.09,Ideal,H,SI1,62.1,55.0,5376
1.08,Ideal,I,SI1,62.1,59.0,4521
0.33,Premium,G,VS1,61.4,59.0,854
0.37,Ideal,G,SI1,61.8,55.0,745
1.04,Fair,I,I1,67.3,56.0,2037
0.76,Ideal,F,VS2,62.6,56.0,2960
0.9,Good,F,SI1,63.9,59.0,3992
0.38,Ideal,H,SI1,61.2,56.0,697
0.5,Ideal,F,VVS2,60.5,56.0,2210
0.33,Premium,G,VVS2,61.2,57.0,965
1.12,Ideal,F,VVS2,60.4,56.0,10236
0.31,Premium,I,SI1,61.5,59.0,523
0.26,Ideal,E,VVS2,62.0,56.0,599
0.31,Premium,G,SI1,62.6,58.0,462
1.65,Fair,J,SI1,61.6,66.0,5914
1.26,Very Good,F,VS2,61.4,59.0,9071
1.26,Premium,H,SI2,62.0,56.0,4586
0.73,Ideal,G,SI1,61.6,57.0,2278
0.34,Ideal,D,VVS1,61.5,56.0,1211
0.54,Ideal,I,VS1,61.9,54.0,1216
0.9,Good,I,SI1,63.5,59.0,3176
0.31,Ideal,D,VVS2,61.9,56.0,779
1.5,Good,I,VS1,57.2,62.0,9702
0.7,Good,D,SI2,63.1,60.0,2221
1.11,Ideal,I,VS1,63.0,56.0,5152
1.63,Ideal,F,SI1,61.5,56.0,13363
1.5,Good,G,SI2,57.9,61.0,8144
0.32,Very Good,D,VS2,58.8,59.0,646
0.92,Premium,D,SI2,62.5,55.0,4150
2.01,Premium,I,VS2,59.2,62.0,16778
1.22,Very Good,G,VS2,62.7,58.0,8377
0.91,Ideal,H,SI1,62.1,57.0,4919
1.71,Premium,I,SI1,60.2,58.0,11104
0.31,Premium,H,VS1,62.8,58.0,698
1.02,Very Good,F,VS1,61.3,58.0,7740
0.81,Ideal,I,VS2,62.4,54.8,2444
0.25,Very Good,E,VVS2,63.1,55.0,526
0.67,Very Good,G,VS1,59.9,57.4,2309
0.72,Ideal,D,SI2,62.7,55.0,2647
0.34,Ideal,D,VS1,62.6,56.0,749
1.36,Ideal,F,VVS2,61.6,56.0,12494
1.75,Ideal,H,I1,61.5,55.0,7409
0.9,Ideal,F,SI1,61.5,56.0,4284
0.96,Premium,G,SI2,59.3,58.0,4204
0.44,Ideal,E,VS2,61.6,54.0,936
0.31,Premium,G,IF,61.4,59.0,988
0.56,Ideal,E,VS2,62.8,57.0,1699
0.51,Very Good,E,VS2,61.3,60.0,1656
0.41,Ideal,E,VVS1,61.9,58.0,1442
0.3,Very Good,D,VVS2,63.2,55.0,754
0.8,Premium,I,VS2,62.9,61.0,2616
0.59,Ideal,E,SI1,60.7,56.0,1793
0.57,Very Good,G,VS2,63.0,58.0,1617
0.73,Premium,D,VS1,60.0,58.0,3557
0.33,Ideal,F,VVS1,61.9,55.0,955
0.32,Ideal,H,VS2,61.3,55.0,648
0.71,Premium,I,VS2,60.0,58.0,1952
0.7,Very Good,G,VVS2,60.8,57.0,2931
1.01,Good,E,VS2,63.9,59.0,6843
0.42,Ideal,E,VVS1,61.6,56.0,1400
2.0,Ideal,J,SI1,62.4,54.0,12433
1.22,Ideal,H,VS2,61.3,56.0,8596
1.0,Very Good,F,SI1,63.1,57.0,4704
2.28,Premium,I,SI1,61.6,58.0,17673
0.37,Very Good,G,SI2,63.3,55.0,624
0.33,Ideal,G,VS1,61.4,54.0,854
2.44,Very Good,J,VS2,58.1,60.0,18430
1.66,Ideal,I,VS1,61.0,55.0,10691
0.79,Very Good,E,SI1,63.3,56.3,3138
1.6,Premium,G,SI1,62.2,58.0,11818
0.32,Ideal,G,VVS1,62.2,55.0,842
0.41,Ideal,E,VVS1,61.9,55.0,1367
0.4,Ideal,G,SI1,62.5,54.0,741
0.26,Very Good,E,VVS2,61.7,61.0,564
0.62,Ideal,F,VVS2,61.4,56.0,3299
1.0,Premium,F,SI2,62.4,61.0,4155
0.33,Good,G,SI1,63.2,57.0,492
0.51,Ideal,H,VS2,60.8,57.0,1442
0.7,Very Good,F,VS2,62.3,56.0,2362
1.75,Ideal,I,VS2,61.0,56.0,12127
0.4,Very Good,G,SI2,63.1,59.0,765
0.5,Very Good,E,VS2,63.3,57.0,1606
0.33,Premium,H,VS1,59.2,58.0,579
2.31,Very Good,I,SI1,62.5,55.0,17715
1.01,Ideal,E,VVS1,61.8,54.0,10789
0.74,Ideal,D,VS2,61.8,56.0,3858
1.23,Premium,D,SI1,62.5,58.0,7715
1.1,Very Good,F,VS2,62.8,56.0,7174
1.5,Good,F,SI2,61.2,63.0,9028
1.5,Premium,E,VVS2,58.7,61.0,17667
0.72,Good,F,SI1,63.4,58.0,2647
1.54,Premium,E,SI2,59.0,62.0,8020
0.71,Fair,D,VS2,64.7,58.0,3077
0.91,Good,F,SI1,63.7,58.0,3924
0.4,Premium,E,VS2,62.2,59.0,912
1.01,Very Good,F,VS2,63.1,57.0,5226
0.53,Very Good,F,VVS2,59.6,56.0,1880
0.32,Ideal,F,VS2,61.6,55.0,645
0.78,Premium,F,SI1,61.5,59.0,2816
1.5,Good,E,SI1,63.0,54.0,11368
0.31,Ideal,G,VVS1,62.8,53.0,1046
0.9,Very Good,F,VS1,62.5,58.0,5279
1.24,Premium,H,SI2,60.4,59.0,5277
1.31,Premium,G,VS2,60.3,59.0,8979
0.91,Very Good,E,SI2,58.6,63.0,3015
0.71,Very Good,D,SI1,63.1,56.0,2508
0.51,Ideal,E,SI1,61.7,57.0,1402
0.36,Ideal,F,VS1,62.5,57.0,789
1.01,Ideal,H,SI2,62.4,57.0,4693
0.71,Ideal,E,VS2,62.0,55.0,3421
0.72,Ideal,G,VS2,62.7,56.0,2578
0.54,Ideal,G,VS2,60.7,56.0,1637
1.05,Ideal,F,SI1,61.8,57.0,4816
0.27,Very Good,G,VVS2,62.4,56.0,504
0.35,Ideal,G,VS1,61.9,55.0,906
0.43,Ideal,G,VVS1,62.0,55.0,1207
1.57,Premium,G,SI1,59.2,59.0,10914
0.56,Ideal,F,VS2,60.8,56.0,1778
1.06,Premium,E,SI1,58.5,60.0,5642
0.54,Ideal,F,VS2,60.1,56.0,1662
0.9,Very Good,D,SI2,61.0,61.0,3371
0.42,Very Good,F,VS1,59.8,57.0,921
0.63,Ideal,F,VS1,62.3,56.0,2644
0.57,Ideal,E,VS2,62.1,55.0,1654
0.98,Fair,G,SI1,64.4,56.0,4281
0.7,Good,I,SI1,61.6,63.0,1763
0.3,Very Good,F,VS1,59.8,60.0,640
0.3,Premium,D,VS2,61.7,58.0,911
0.92,Ideal,J,SI1,61.7,57.0,3181
0.58,Premium,H,SI1,58.4,59.0,1332
0.38,Ideal,F,VS2,62.0,54.0,796
1.97,Premium,F,SI2,61.1,58.0,14542
2.02,Premium,G,SI2,61.3,56.0,16929
0.4,Ideal,E,SI2,61.2,55.0,855
0.3,Ideal,H,SI1,62.4,55.0,450
0.5,Premium,E,VS2,62.3,60.0,1624
1.03,Ideal,G,VS1,62.0,54.8,6913
0.35,Premium,G,VVS2,62.2,58.0,1024
0.26,Ideal,H,IF,61.1,57.0,468
0.24,Very Good,E,VVS2,62.4,54.0,608
0.26,Premium,E,VVS1,62.3,60.0,599
0.59,Very Good,I,VVS1,62.8,58.0,1709
0.72,Ideal,F,VS1,61.1,56.0,3265
0.34,Premium,I,SI1,61.3,61.0,574
1.5,Good,G,VS1,63.8,59.0,11524
0.9,Premium,E,SI2,60.1,62.0,3804
1.01,Very Good,F,SI1,63.0,57.0,4549
0.3,Premium,G,SI2,62.3,59.0,506
0.55,Premium,I,VS2,61.7,55.0,1314
1.26,Very Good,G,VVS2,62.1,58.0,9158
0.54,Ideal,F,VS1,61.8,54.0,1724
1.65,Ideal,I,SI1,61.7,55.0,10365
0.9,Very Good,D,SI2,62.5,58.0,3798
1.24,Ideal,H,SI1,61.6,57.0,6958
2.0,Very Good,H,SI1,63.3,59.0,17760
0.56,Ideal,F,VS2,62.6,55.0,1723
1.0,Premium,F,VS1,62.3,61.0,7336
1.7,Very Good,H,VVS2,63.2,56.0,11133
0.91,Very Good,E,SI1,63.3,56.0,4191
0.82,Premium,G,SI1,61.8,58.0,3674
0.91,Fair,J,VS2,64.4,62.0,2854
0.51,Ideal,G,VS1,61.8,57.0,1662
0.43,Very Good,J,VS2,60.9,59.0,731
0.49,Premium,H,VS2,59.5,62.0,1103
1.15,Very Good,G,VVS2,58.4,59.0,8349
0.53,Premium,G,SI1,61.3,58.0,1363
